station_code,station_name,station_type,query,altitude,latitude,longitude,county,river_basin,data_source
BSK,BURNSIDE LAKE,real-time,/cgi-progs/queryF?BSK,8129,38.7194,119.8942,ALPINE,CARSON R,http://cdec.water.ca.gov/
BRL,BURRELL STATION,real-time,/cgi-progs/queryF?BRL,1850,37.109,121.906,SANTA CRUZ,PAJARO R,http://cdec.water.ca.gov/
BCN,BURRO CANYON BAER,real-time,/cgi-progs/queryF?BCN,2121,34.246,117.838,LOS ANGELES,SAN GABRIEL R,http://cdec.water.ca.gov/
BTG,BUTTE CK AT COLUSA/GRIDLEY RD,real-time,/cgi-progs/queryF?BTG,60,39.3618011474609,121.89266204834,BUTTE,BUTTE CR,http://cdec.water.ca.gov/
BBD,BUTTE CREEK NEAR DE SABLA,real-time,/cgi-progs/queryF?BBD,2000,39.9001960754395,121.625312805176,BUTTE,BUTTE CR,http://cdec.water.ca.gov/
BCK,BUTTE CREEK NR CHICO,real-time,/cgi-progs/queryF?BCK,300,39.7259941101074,121.708862304687,BUTTE,BUTTE CR,http://cdec.water.ca.gov/
BCD,BUTTE CREEK NR DURHAM,real-time,/cgi-progs/queryF?BCD,190,39.6780128479004,121.777481079102,BUTTE,BUTTE CR,http://cdec.water.ca.gov/
BCG,BUTTE CREEK NR GRIDLEY,real-time,/cgi-progs/queryF?BCG,60,39.3856315612793,121.888847351074,BUTTE,BUTTE CR,http://cdec.water.ca.gov/
BWC,BUTTE CREEK NR WESTERN CANAL,real-time,/cgi-progs/queryF?BWC,204,39.555721282959,121.83650970459,BUTTE,BUTTE CR,http://cdec.water.ca.gov/
BTM,BUTTE MEADOWS,real-time,/cgi-progs/queryF?BTM,4880,40.1,121.5,BUTTE,FEATHER R,http://cdec.water.ca.gov/
BSO,BUTTE SLOUGH AT OUTFALL GATES,real-time,/cgi-progs/queryF?BSO,50,39.1951599121094,121.936569213867,SUTTER,SACRAMENTO R,http://cdec.water.ca.gov/
BSL,BUTTE SLOUGH NR MERIDIAN,real-time,/cgi-progs/queryF?BSL,13,39.1714744567871,121.901649475098,SUTTER,SACRAMENTO R,http://cdec.water.ca.gov/
BUT,BUTTERCUP,real-time,/cgi-progs/queryF?BUT,320,32.74,114.884,IMPERIAL,COLORADO R,http://cdec.water.ca.gov/
BBW,BW-12 IMPORT TO BUTTE CREEK,real-time,/cgi-progs/queryF?BBW,2882,39.8857307434082,121.610328674316,BUTTE,BUTTE CR,http://cdec.water.ca.gov/
BAP,BYRON AIRPORT,real-time,/cgi-progs/queryF?BAP,43,37.8306,121.6225,CONTRA COSTA,DELTA,http://cdec.water.ca.gov/
BJP,BYRON JACKSON PUMPS,real-time,/cgi-progs/queryF?BJP,35,38.87,121.753,SUTTER,SACRAMENTO R,http://cdec.water.ca.gov/
LWL,CACHE CREEK AT LOWER LAKE,real-time,/cgi-progs/queryF?LWL,1280,38.924,122.565,LAKE,CACHE CR,http://cdec.water.ca.gov/
RUM,CACHE CREEK AT RUMSEY BRIDGE,real-time,/cgi-progs/queryF?RUM,400,38.89,122.238,YOLO,CACHE CR,http://cdec.water.ca.gov/
CCY,CACHE CREEK AT YOLO,real-time,/cgi-progs/queryF?CCY,86,38.7271270751953,121.807189941406,YOLO,CACHE CR,http://cdec.water.ca.gov/
CCS,CACHE SLOUGH,real-time,/cgi-progs/queryF?CCS,0,38.295,121.742,SOLANO,DELTA,http://cdec.water.ca.gov/
RYI,CACHE SLOUGH AT RYER ISLAND,real-time,/cgi-progs/queryF?RYI,0,38.2128,121.6692,SOLANO,SACRAMENTO R,http://cdec.water.ca.gov/
CCH,CACHUMA LAKE,real-time,/cgi-progs/queryF?CCH,781,34.583,119.98,SANTA BARBARA,SANTA YNEZ R,http://cdec.water.ca.gov/
CAH,CAHOON,real-time,/cgi-progs/queryF?CAH,2230,36.358,121.542,MONTEREY,CARMEL R,http://cdec.water.ca.gov/
CAU,CAHUILLA,real-time,/cgi-progs/queryF?CAU,278,32.974,115.174,IMPERIAL,COLORADO R,http://cdec.water.ca.gov/
C12,CAL AQUEDUCT CHECK 12 (KA006633),real-time,/cgi-progs/queryF?C12,224,37.118,121.058,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
C13,CAL AQUEDUCT CHECK 13 (KA007089),real-time,/cgi-progs/queryF?C13,204,37.0742,121.0151,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
C18,CAL AQUEDUCT CHECK 18 (KA014321),real-time,/cgi-progs/queryF?C18,321,36.326,120.229,FRESNO,KINGS R,http://cdec.water.ca.gov/
C21,CAL AQUEDUCT CHECK 21 (KA017226),real-time,/cgi-progs/queryF?C21,320,36.0142,119.9769,KINGS,KINGS R,http://cdec.water.ca.gov/
C29,CAL AQUEDUCT CHECK 29 (KA024454),real-time,/cgi-progs/queryF?C29,291,35.232,119.3299,KERN,KERN R,http://cdec.water.ca.gov/
C41,CAL AQUEDUCT CHECK 41 (KA030341),real-time,/cgi-progs/queryF?C41,3280,34.834,118.7119,KERN,MOJAVE R,http://cdec.water.ca.gov/
C66,CAL AQUEDUCT CHECK 66 (KA040341),real-time,/cgi-progs/queryF?C66,3448,34.336,117.3036,SAN BERNARDINO,MOJAVE R,http://cdec.water.ca.gov/
NGQ,CALAVERAS R BLW NEW HOGAN DAM,real-time,/cgi-progs/queryF?NGQ,520,38.1481,120.8239,CALAVERAS,CALAVERAS R,http://cdec.water.ca.gov/
CVS,CALAVERAS RANGER STATION,real-time,/cgi-progs/queryF?CVS,3360,38.198,120.367,CALAVERAS,MOKELUMNE R,http://cdec.water.ca.gov/
CAD,CALAVERAS ROAD,real-time,/cgi-progs/queryF?CAD,1140,37.5531,121.8439,ALAMEDA,ALAMEDA CR,http://cdec.water.ca.gov/
CSU,CALIFORNIA STATE UNIV AT SACRAMENTO,real-time,/cgi-progs/queryF?CSU,25,38.555,121.416,SACRAMENTO,AMERICAN R,http://cdec.water.ca.gov/
CHA,CALLAHAN (USFS),real-time,/cgi-progs/queryF?CHA,3136,41.333,122.833,SISKIYOU,SCOTT R,http://cdec.water.ca.gov/
CCI,CALLEGUAS CREEK - CSU CHANNEL ISLANDS,real-time,/cgi-progs/queryF?CCI,70,34.18,119.04,VENTURA,SANTA CLARA R,http://cdec.water.ca.gov/
CMN,CAMANCHE RESERVOIR,real-time,/cgi-progs/queryF?CMN,236,38.225,121.021,SAN JOAQUIN,MOKELUMNE R,http://cdec.water.ca.gov/
CS2,CAMANCHE SO. STA.2,real-time,/cgi-progs/queryF?CS2,331,38.204,120.972,CALAVERAS,MOKELUMNE R,http://cdec.water.ca.gov/
CMI,CAMINO,real-time,/cgi-progs/queryF?CMI,3000,38.833,120.533,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
CP9,CAMP 9,real-time,/cgi-progs/queryF?CP9,3998,34.3532,118.4186,LOS ANGELES,SANTA CLARA R,http://cdec.water.ca.gov/
CAG,CAMP ANGELUS,real-time,/cgi-progs/queryF?CAG,5780,34.15,116.978,SAN BERNARDINO,SANTA ANA R,http://cdec.water.ca.gov/
CAM,CAMPTONVILLE (DWR),real-time,/cgi-progs/queryF?CAM,2755,39.451,121.049,YUBA,YUBA R,http://cdec.water.ca.gov/
CAN,CANTUA CREEK NEAR CANTUA CREEK,real-time,/cgi-progs/queryF?CAN,680,36.405,120.433,FRESNO,CANTUA CR,http://cdec.water.ca.gov/
CCK,CANTUA CREEK NEAR MT WHITNEY AVENUE,real-time,/cgi-progs/queryF?CCK,330,36.43,120.295,FRESNO,SAN JOAQUIN VLY WEST,http://cdec.water.ca.gov/
CJC,CANYON CK AT JUNCTION CITY,real-time,/cgi-progs/queryF?CJC,1510,40.7403,123.0492,TRINITY,TRINITY R,http://cdec.water.ca.gov/
CPR,CAPERTON RESERVOIR,real-time,/cgi-progs/queryF?CPR,620,38.863,121.218,SACRAMENTO,AMERICAN R,http://cdec.water.ca.gov/
CAP,CAPLES LAKE,real-time,/cgi-progs/queryF?CAP,8000,38.71,120.042,ALPINE,AMERICAN R,http://cdec.water.ca.gov/
CPL,CAPLES LAKE (PG&E),real-time,/cgi-progs/queryF?CPL,7800,38.707,120.048,ALPINE,AMERICAN R,http://cdec.water.ca.gov/
CMR,CARMEL RIVER AT HWY 1 BRIDGE,real-time,/cgi-progs/queryF?CMR,10,36.536,121.911,MONTEREY,CARMEL R,http://cdec.water.ca.gov/
RDR,CARMEL RIVER AT ROBLES DEL RIO,real-time,/cgi-progs/queryF?RDR,269,36.474,121.728,MONTEREY,CARMEL R,http://cdec.water.ca.gov/
CML,CARMEL RIVER NEAR CARMEL,real-time,/cgi-progs/queryF?CML,45,36.539,121.874,MONTEREY,CARMEL R,http://cdec.water.ca.gov/
CRN,CARNEGIE,real-time,/cgi-progs/queryF?CRN,1720,37.617,121.55,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
CAR,CARPENTER RIDGE,real-time,/cgi-progs/queryF?CAR,4812,40.069,121.582,BUTTE,BUTTE CR,http://cdec.water.ca.gov/
CZO,CARRIZO,real-time,/cgi-progs/queryF?CZO,2490,35.096,119.773,SAN LUIS OBISPO,CARRIZO CR,http://cdec.water.ca.gov/
CXS,CARSON PASS,real-time,/cgi-progs/queryF?CXS,8353,38.6924,120.0021,ALPINE,AMERICAN R,http://cdec.water.ca.gov/
WDD,CARSON RIVER WF AT WOODFORDS,real-time,/cgi-progs/queryF?WDD,5754,38.769,119.832,ALPINE,CARSON R,http://cdec.water.ca.gov/
CSV,CASA VIEJA MEADOWS,real-time,/cgi-progs/queryF?CSV,8300,36.2,118.268,TULARE,KERN R,http://cdec.water.ca.gov/
CMA,CASE MOUNTAIN,real-time,/cgi-progs/queryF?CMA,6450,36.411,118.809,TULARE,KAWEAH R,http://cdec.water.ca.gov/
CSS,CASE SPRINGS PENDLETON,real-time,/cgi-progs/queryF?CSS,2320,33.445,117.418,SAN DIEGO,SANTA MARGARITA R,http://cdec.water.ca.gov/
CSH,CASHMAN,real-time,/cgi-progs/queryF?CSH,4520,40.0019,120.916,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
CAS,CASTAIC,real-time,/cgi-progs/queryF?CAS,1535,34.5152,118.6101,LOS ANGELES,SANTA CLARA R,http://cdec.water.ca.gov/
CSK,CASTAIC CANYON CK Z3-2388,real-time,/cgi-progs/queryF?CSK,1651,34.6061,118.6656,LOS ANGELES,LOS ANGELES,http://cdec.water.ca.gov/
CSO,CASTAIC LAKE OUTLET (CAS00000),real-time,/cgi-progs/queryF?CSO,1535,34.527,118.611,LOS ANGELES,SANTA CLARA R,http://cdec.water.ca.gov/
CMT,CASTLE MOUNTAIN,real-time,/cgi-progs/queryF?CMT,4000,35.942,120.328,FRESNO,SALINAS R,http://cdec.water.ca.gov/
CVC,"CASTRO VALLEY CR AT HAYWARD, CA",real-time,/cgi-progs/queryF?CVC,100,37.679931640625,122.080520629883,ALAMEDA,EAST BAY,http://cdec.water.ca.gov/
CVR,CATHEY'S VALLEY,real-time,/cgi-progs/queryF?CVR,1200,37.3803,120.0769,MARIPOSA,SAN JOAQUIN R,http://cdec.water.ca.gov/
CF1,CDF PORTABLE 01,real-time,/cgi-progs/queryF?CF1,4266,39.8286,121.4717,BUTTE,FEATHER R,http://cdec.water.ca.gov/
CGR,CEDAR GROVE,real-time,/cgi-progs/queryF?CGR,4720,36.788,118.659,TULARE,KINGS R,http://cdec.water.ca.gov/
CDP,CEDAR PASS,real-time,/cgi-progs/queryF?CDP,7100,41.583,120.303,MODOC,PIT R,http://cdec.water.ca.gov/
CSL,CENT SIERRA SNOW LAB,real-time,/cgi-progs/queryF?CSL,6900,39.325,120.367,NEVADA,YUBA R,http://cdec.water.ca.gov/
CHP,CHAGOOPA PLATEAU,real-time,/cgi-progs/queryF?CHP,10300,36.497,118.442,TULARE,KERN R,http://cdec.water.ca.gov/
CKS,CHALKS,real-time,/cgi-progs/queryF?CKS,1585,37.161,122.292,SANTA CRUZ,SANTA CRUZ CO COAST,http://cdec.water.ca.gov/
CRL,CHARLOTTE LAKE,real-time,/cgi-progs/queryF?CRL,10400,36.797,118.422,FRESNO,KINGS R,http://cdec.water.ca.gov/
ONI,CHECK 13 (O'NEILL INTAKE),real-time,/cgi-progs/queryF?ONI,176,37.091,121.036,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
DM2,CHECK 20,real-time,/cgi-progs/queryF?DM2,165,36.831,120.433,FRESNO,SAN JOAQUIN R,http://cdec.water.ca.gov/
DM3,CHECK 21,real-time,/cgi-progs/queryF?DM3,164,36.778,120.374,FRESNO,SAN JOAQUIN R,http://cdec.water.ca.gov/
CHE,CHEESEBORO,real-time,/cgi-progs/queryF?CHE,1650,34.1847,118.7172,VENTURA,VENTURA LA COASTAL,http://cdec.water.ca.gov/
CHR,CHEROKEE CANAL,real-time,/cgi-progs/queryF?CHR,360,39.652,121.643,BUTTE,SACRAMENTO R,http://cdec.water.ca.gov/
CHC,CHEROKEE CANAL NR RICHVALE,real-time,/cgi-progs/queryF?CHC,106,39.4647026062012,121.744735717773,BUTTE,COTTONWOOD CR,http://cdec.water.ca.gov/
CBD,CHERRY CK BL DION R PH NR MATHER,real-time,/cgi-progs/queryF?CBD,2150,37.8902015686035,119.969902038574,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
CBV,CHERRY CK BL VALLEY DAM NR HETCH HETCHY,real-time,/cgi-progs/queryF?CBV,4337,37.967700958252,119.917404174805,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
CEI,CHERRY CREEK NEAR EARLY INTAKE,real-time,/cgi-progs/queryF?CEI,2272,37.8943672180176,119.962684631348,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
CHY,CHERRY LAKE,real-time,/cgi-progs/queryF?CHY,4715,37.976,119.913,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
CYL,CHERRY LAKE NR HETCH HETCHY (USGS),real-time,/cgi-progs/queryF?CYL,4715,37.976,119.913,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
CVM,CHERRY VALLEY MET STATION,real-time,/cgi-progs/queryF?CVM,4770,37.97466,119.916,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
CHS,CHESTER,real-time,/cgi-progs/queryF?CHS,4525,40.283,121.233,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
CVP,CHEVRON PUMP PLANT,real-time,/cgi-progs/queryF?CVP,130,37.998,121.855,CONTRA COSTA,SAN JOAQUIN R,http://cdec.water.ca.gov/
CHW,CHEWS RIDGE,real-time,/cgi-progs/queryF?CHW,5040,36.312,121.57,MONTEREY,CARMEL R,http://cdec.water.ca.gov/
CHG,CHICAGO,real-time,/cgi-progs/queryF?CHG,210,38.652,121.254,SACRAMENTO,AMERICAN R,http://cdec.water.ca.gov/
CHI,CHICO,real-time,/cgi-progs/queryF?CHI,230,39.712,121.783,BUTTE,BUTTE CR,http://cdec.water.ca.gov/
CIO,CHILAO,real-time,/cgi-progs/queryF?CIO,5450,34.333,118.033,LOS ANGELES,SAN GABRIEL R,http://cdec.water.ca.gov/
CHM,CHILKOOT MEADOW,real-time,/cgi-progs/queryF?CHM,7150,37.41,119.49,MADERA,SAN JOAQUIN R,http://cdec.water.ca.gov/
CBP,CHOWCHILLA BYPASS,real-time,/cgi-progs/queryF?CBP,170,36.774,120.285,MADERA,SAN JOAQUIN R,http://cdec.water.ca.gov/
BCQ,CHOWCHILLA R BLW BUCHANAN DAM,real-time,/cgi-progs/queryF?BCQ,420,37.2156,119.9903,MADERA,CHOWCHILLA R,http://cdec.water.ca.gov/
CRB,CIRBY CREEK - TINA WAY,real-time,/cgi-progs/queryF?CRB,141,38.732,121.278,PLACER,AMERICAN R,http://cdec.water.ca.gov/
CXR,CIRCLE X RANCH,real-time,/cgi-progs/queryF?CXR,1700,34.109,118.936,VENTURA,VENTURA R,http://cdec.water.ca.gov/
CKC,CITY CREEK RANGER STATION,real-time,/cgi-progs/queryF?CKC,2610,34.186,117.181,SAN BERNARDINO,SANTA ANA R,http://cdec.water.ca.gov/
CMO,CLAREMONT,real-time,/cgi-progs/queryF?CMO,1645,34.137,117.707,LOS ANGELES,LOS ANGELES R,http://cdec.water.ca.gov/
CRK,CLARK TRAINING CENTER,real-time,/cgi-progs/queryF?CRK,1720,33.8772,117.3042,RIVERSIDE,SAN JACINTO R,http://cdec.water.ca.gov/
CBU,CLAVEY R NR BUCK MEADOWS,real-time,/cgi-progs/queryF?CBU,2374,37.9006,120.0708,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
CLR,CLEAR CREEK,real-time,/cgi-progs/queryF?CLR,3300,40.639,122.667,SHASTA,SACTO VLY NE,http://cdec.water.ca.gov/
IGO,CLEAR CREEK NR IGO,real-time,/cgi-progs/queryF?IGO,673,40.5132064819336,122.52417755127,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
CEK,CLEAR CREEK RAWS,real-time,/cgi-progs/queryF?CEK,3000,34.271,118.153,LOS ANGELES,LOS ANGELES R,http://cdec.water.ca.gov/
CKL,CLEAR LAKE AT LAKEPORT,real-time,/cgi-progs/queryF?CKL,1318,39.039,122.912,LAKE,CACHE CR,http://cdec.water.ca.gov/
CLK,CLEAR LK - KLAMATH R,real-time,/cgi-progs/queryF?CLK,4552,41.927,121.075,MODOC,KLAMATH R,http://cdec.water.ca.gov/
CLC,CLIFTON COURT,real-time,/cgi-progs/queryF?CLC,3,37.8298,121.5574,CONTRA COSTA,DELTA,http://cdec.water.ca.gov/
KA0,CLIFTON COURT (KA000000) TEST SITE,real-time,/cgi-progs/queryF?KA0,3,37.8298,121.5574,CONTRA COSTA,DELTA,http://cdec.water.ca.gov/
CFF,COFFEE CREEK RANGER STATION,real-time,/cgi-progs/queryF?CFF,2503,41.0894,122.7086,TRINITY,TRINITY R,http://cdec.water.ca.gov/
CFR,COFFEE RIDGE,real-time,/cgi-progs/queryF?CFR,3040,41.083,122.717,TRINITY,TRINITY R,http://cdec.water.ca.gov/
CST,COHASSET,real-time,/cgi-progs/queryF?CST,1600,39.875278,121.770554,BUTTE,SACRAMENTO R,http://cdec.water.ca.gov/
CGT,COLGATE PH,real-time,/cgi-progs/queryF?CGT,600,39.3308,121.19,YUBA,YUBA R,http://cdec.water.ca.gov/
CPH,COLGATE POWER HOUSE,real-time,/cgi-progs/queryF?CPH,180,39.331,121.188,YUBA,YUBA R,http://cdec.water.ca.gov/
CLB,COLLINS BALDY,real-time,/cgi-progs/queryF?CLB,5493,41.775,122.9503,SISKIYOU,KLAMATH R,http://cdec.water.ca.gov/
CLS,COLLINS LAKE,real-time,/cgi-progs/queryF?CLS,1270,39.3376,121.3271,YUBA,YUBA R,http://cdec.water.ca.gov/
CLL,COLLINSVILLE,real-time,/cgi-progs/queryF?CLL,0,38.083,121.833,SOLANO,DELTA,http://cdec.water.ca.gov/
CSE,COLLINSVILLE ON SACRAMENTO RIVER,real-time,/cgi-progs/queryF?CSE,0,38.074,121.8501,SOLANO,DELTA,http://cdec.water.ca.gov/
CDR,COLUSA DRAIN NR HWY 20,real-time,/cgi-progs/queryF?CDR,60,39.1955108642578,122.060516357422,COLUSA,SACRAMENTO R,http://cdec.water.ca.gov/
TOT,COMBINED SSD & WCD FLOWS,real-time,/cgi-progs/queryF?TOT,4030,40.3814,120.4342,LASSEN,SUSAN R,http://cdec.water.ca.gov/
CCP,CONCORD PAVILION,real-time,/cgi-progs/queryF?CCP,558,37.985,121.9377,CONTRA COSTA,SF BAY,http://cdec.water.ca.gov/
CNT,CONTRA COSTA,real-time,/cgi-progs/queryF?CNT,10,37.995,121.7,CONTRA COSTA,DELTA,http://cdec.water.ca.gov/
CON,CONVERSE,real-time,/cgi-progs/queryF?CON,5618,34.194,116.913,SAN BERNARDINO,SANTA ANA R,http://cdec.water.ca.gov/
CSM,COOSKIE MOUNTAIN,real-time,/cgi-progs/queryF?CSM,2950,40.258,124.25,HUMBOLDT,MATTOLE R,http://cdec.water.ca.gov/
CPP,CORDELIA PUMPING PLANT (KG002111),real-time,/cgi-progs/queryF?CPP,2,38.2276,122.1347,SOLANO,DELTA,http://cdec.water.ca.gov/
CRG,CORNING AIRPORT,real-time,/cgi-progs/queryF?CRG,294,39.939,122.17,TEHAMA,SACRAMENTO R,http://cdec.water.ca.gov/
COR,CORRALITOS,real-time,/cgi-progs/queryF?COR,450,36.992,121.797,SANTA CRUZ,PAJARO R,http://cdec.water.ca.gov/
CCF,CORRALITOS CREEK @ FREEDOM,real-time,/cgi-progs/queryF?CCF,100,36.9392,121.7692,SANTA CRUZ,PAJARO R,http://cdec.water.ca.gov/
CRT,CORRECTIONAL CTR,real-time,/cgi-progs/queryF?CRT,18,38.307,121.424,SACRAMENTO,COSUMNES R,http://cdec.water.ca.gov/
CGV,COSGROVE CK NR VALLEY SPRINGS,real-time,/cgi-progs/queryF?CGV,547,38.1361,120.8472,CALAVERAS,CALAVERAS R,http://cdec.water.ca.gov/
CMF,COSUMNES R MID FK. NR SOMERSET,real-time,/cgi-progs/queryF?CMF,1648,38.625,120.701,EL DORADO,EL DORADO,http://cdec.water.ca.gov/
CNF,COSUMNES R NO. FK. NR EL DORADO,real-time,/cgi-progs/queryF?CNF,840,38.59,120.843,EL DORADO,EL DORADO,http://cdec.water.ca.gov/
EGN,COSUMNES RIVER AT EAGLES NEST ROAD,real-time,/cgi-progs/queryF?EGN,100,38.485,121.26,SACRAMENTO,COSUMNES R,http://cdec.water.ca.gov/
MHB,COSUMNES RIVER AT MICHIGAN BAR,real-time,/cgi-progs/queryF?MHB,168,38.500186920166,121.045219421387,SACRAMENTO,COSUMNES R,http://cdec.water.ca.gov/
MCC,COSUMNES RIVER NEAR MCCONNELL,real-time,/cgi-progs/queryF?MCC,5,38.358,121.343,SACRAMENTO,COSUMNES R,http://cdec.water.ca.gov/
COT,COTTONWOOD CREEK (DWR),real-time,/cgi-progs/queryF?COT,364,40.387,122.239,TEHAMA,COTTONWOOD CR,http://cdec.water.ca.gov/
CWA,COTTONWOOD CREEK AUXILIARY GAGE,real-time,/cgi-progs/queryF?CWA,364,40.3870964050293,122.238609313965,TEHAMA,COTTONWOOD CR,http://cdec.water.ca.gov/
CTN,COTTONWOOD CREEK NEAR BEEGUM,real-time,/cgi-progs/queryF?CTN,3400,40.317,122.881,TEHAMA,COTTONWOOD CR,http://cdec.water.ca.gov/
CTK,COTTONWOOD CREEK NEAR FRIANT,real-time,/cgi-progs/queryF?CTK,300,36.967,119.696,MADERA,SAN JOAQUIN R,http://cdec.water.ca.gov/
CWD,COTTONWOOD LAKES,real-time,/cgi-progs/queryF?CWD,10150,36.483,118.177,INYO,OWENS R,http://cdec.water.ca.gov/
CLO,COVELO,real-time,/cgi-progs/queryF?CLO,1487,39.826111,123.083191,MENDOCINO,EEL R,http://cdec.water.ca.gov/
CCE,COW CREEK (USBR),real-time,/cgi-progs/queryF?CCE,2840,40.603,121.853,SHASTA,SACTO VLY NE,http://cdec.water.ca.gov/
COW,COW CREEK NEAR MILLVILLE,real-time,/cgi-progs/queryF?COW,385,40.5048751831055,122.233055114746,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
COY,COYOTE (LAKE MENDOCINO),real-time,/cgi-progs/queryF?COY,720,39.197,123.186,MENDOCINO,RUSSIAN R,http://cdec.water.ca.gov/
EDV,COYOTE CREEK AT EDENVALE,real-time,/cgi-progs/queryF?EDV,190,37.271,121.796,SANTA CLARA,COYOTE WASH,http://cdec.water.ca.gov/
CBT,CRABTREE MEADOW,real-time,/cgi-progs/queryF?CBT,10700,36.563,118.345,TULARE,KERN R,http://cdec.water.ca.gov/
CWS,CRABTREE WEATHER STATION,real-time,/cgi-progs/queryF?CWS,226,37.725,120.6006,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
CFL,CRANE FLAT LOOKOUT,real-time,/cgi-progs/queryF?CFL,5957,37.75,119.8,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
CRR,CRANE VALLEY RESERVOIR (PG&E),real-time,/cgi-progs/queryF?CRR,3400,37.291,119.526,MADERA,SAN JOAQUIN R,http://cdec.water.ca.gov/
CNS,CRANSTON,real-time,/cgi-progs/queryF?CNS,1950,33.74,116.841,RIVERSIDE,SAN JACINTO R,http://cdec.water.ca.gov/
CZP,CRAZY PEAK,real-time,/cgi-progs/queryF?CZP,3970,41.983,123.6,DEL NORTE,SMITH R,http://cdec.water.ca.gov/
CRP,CRESTA PARK,real-time,/cgi-progs/queryF?CRP,70,38.593,121.368,SACRAMENTO,AMERICAN R,http://cdec.water.ca.gov/
CTL,CRESTLINE,real-time,/cgi-progs/queryF?CTL,4650,34.272,117.265,SAN BERNARDINO,MOJAVE R,http://cdec.water.ca.gov/
CVW,CRESTVIEW,real-time,/cgi-progs/queryF?CVW,7600,37.745,118.983,MONO,OWENS R,http://cdec.water.ca.gov/
CRH,CROSS CK AT HOUSTON,real-time,/cgi-progs/queryF?CRH,250,36.3233,119.5297,KINGS,KINGS R,http://cdec.water.ca.gov/
CWF,CROWDER FLAT,real-time,/cgi-progs/queryF?CWF,5100,41.8934,120.7519,MODOC,KLAMATH R,http://cdec.water.ca.gov/
CSB,CRYSTAL LAKE BAER,real-time,/cgi-progs/queryF?CSB,5447,34.326,117.837,LOS ANGELES,SAN GABRIEL R,http://cdec.water.ca.gov/
CSC,CRYSTAL SPRINGS COTTAGE,real-time,/cgi-progs/queryF?CSC,343,37.496,122.329,SAN MATEO,SAN MATEO CREEK,http://cdec.water.ca.gov/
CMG,CUMMINGS PEAK,real-time,/cgi-progs/queryF?CMG,895,38.028,122.197,CONTRA COSTA,EAST BAY,http://cdec.water.ca.gov/
CYG,CYGNUS-CORDELIA SLOUGH,real-time,/cgi-progs/queryF?CYG,0,38.1527,122.0908,SOLANO,DELTA,http://cdec.water.ca.gov/
DAN,DANA MEADOWS,real-time,/cgi-progs/queryF?DAN,9800,37.897,119.257,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
DVB,DANVILLE LIBRARY,real-time,/cgi-progs/queryF?DVB,364,37.8208,121.9956,CONTRA COSTA,SF BAY,http://cdec.water.ca.gov/
DDC,DARBEE DITCH NR CALLAHAN,real-time,/cgi-progs/queryF?DDC,3400,41.316,122.8686,SISKIYOU,SCOTT R,http://cdec.water.ca.gov/
DAP,DAVENPORT,real-time,/cgi-progs/queryF?DAP,200,37.0197,122.1917,SANTA CRUZ,SANTA CRUZ CO COAST,http://cdec.water.ca.gov/
DVR,DAVIS RANCH,real-time,/cgi-progs/queryF?DVR,550,40.35,122.45,TEHAMA,COTTONWOOD CR,http://cdec.water.ca.gov/
DYC,DAY CANYON,real-time,/cgi-progs/queryF?DYC,2240,34.168,117.537,SAN BERNARDINO,LYTLE CR,http://cdec.water.ca.gov/
DES,DE SABLA (DWR),real-time,/cgi-progs/queryF?DES,2710,39.872,121.61,BUTTE,BUTTE CR,http://cdec.water.ca.gov/
DDM,DEADMAN CREEK,real-time,/cgi-progs/queryF?DDM,9250,38.3319,119.6531,TUOLUMNE,STANISLAUS R,http://cdec.water.ca.gov/
DW1,DEADWOOD REPEATER,real-time,/cgi-progs/queryF?DW1,4540,37.3136,119.685,MADERA,FRESNO R,http://cdec.water.ca.gov/
DRK,DEER CK,real-time,/cgi-progs/queryF?DRK,460,36.3281,119.0789,TULARE,KAWEAH R,http://cdec.water.ca.gov/
DTW,DEER CK AT TRENTON WEIR,real-time,/cgi-progs/queryF?DTW,395,35.9461,119.1808,TULARE,TULARE LAKE,http://cdec.water.ca.gov/
DRC,DEER CK FOREBAY (PG&E),real-time,/cgi-progs/queryF?DRC,4455,39.3,120.825,NEVADA,YUBA R,http://cdec.water.ca.gov/
