agency_cd,data_source,site_no,data_type,station_nm,site_tp_cd,lat_va,long_va,latitude,longitude,coord_meth_cd,coord_acy_cd,coord_datum_cd,dec_coord_datum_cd,district_cd,state_cd,county_cd,country_cd,land_net_ds,map_nm,map_scale_fc,alt_va,alt_meth_cd,alt_acy_va,alt_datum_cd,huc_cd,basin_cd,topo_cd,instruments_cd,construction_dt,inventory_dt,drain_area_va,contrib_drain_area_va,tz_cd,local_time_fg,reliability_cd,gw_file_cd,nat_aqfr_cd,aqfr_cd,aqfr_type_cd,well_depth_va,hole_depth_va,depth_src_cd,project_no
USGS,http://waterservices.usgs.gov/,1.1140585E7,discharge,SANTA MARIA R A SUEY CROSSING NR SANTA MARIA CA,ST,345806,1202411,34.96831117,-120.404051,M,S,NAD27,NAD83,6,6,83,US,,SANTA MARIA,24000,250,M,10,NGVD29,18060008,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,1636,,PST,Y,,NNNNNNNN,,,,,,,470600111
USGS,http://waterservices.usgs.gov/,1.114105E7,discharge,ORCUTT C NR ORCUTT CA,ST,345301,1202938,34.88359037,-120.4948883,M,F,NAD27,NAD83,6,6,83,US,  SWSES06 T09N  R34W,,,,,,,18060008,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,18.5,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.114128E7,discharge,LOPEZ C NR ARROYO GRANDE CA,ST,351408,1202817,35.23553035,-120.4723857,M,F,NAD27,NAD83,6,6,79,US,    SES19 T31S  R14E,,,580,M,17,NGVD29,18060006,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,20.9,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1143E7,discharge,BIG SUR R NR BIG SUR CA,ST,361445,1214620,36.24579648,-121.7732872,M,F,NAD27,NAD83,6,6,53,US,  SWSWS29 T19S  R02E,,,240,M,17,NGVD29,18060006,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,46.5,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.114301E7,discharge,BIG SUR R A ANDREW MOLERA STATE PARK NR BIG SUR CA,ST,361712,1215058,36.28666667,-121.8494444,M,S,NAD83,NAD83,6,6,53,US,,BIG SUR,24000,10,M,20,NGVD29,18060006,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,57.9,,PST,Y,,,,,,,,,9677-00104
USGS,http://waterservices.usgs.gov/,1.11432E7,discharge,CARMEL R A ROBLES DEL RIO CA,ST,362828,1214340,36.47440615,-121.7288364,M,S,NAD27,NAD83,6,6,53,US,,CARMEL VALLEY,24000,268.57,L,0.1,NGVD29,18060012,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,193,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.114325E7,discharge,CARMEL R NR CARMEL CA,ST,363221,1215246,36.5391278,-121.8805084,M,F,NAD27,NAD83,6,6,53,US,,,,,,,,18060012,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,247,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11475E7,discharge,SALINAS R A PASO ROBLES CA,ST,353743,1204100,35.6285813,-120.6843373,M,F,NAD27,NAD83,6,6,79,US,,,,670.61,M,17,NGVD29,18060005,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,390,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11489E7,discharge,NACIMIENTO R BL SAPAQUE C NR BRYSON CA,ST,354719,1210534,35.78857918,-121.0938048,M,F,NAD27,NAD83,6,6,79,US,  SWNES03 T25S  R08E,BRYSON,24000,800,M,10,NGVD29,18060005,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,162,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11494E7,discharge,NACIMIENTO R BL NACIMIENTO DAM NR BRADLEY CA,ST,354541,1205116,35.76135678,-120.855458,M,F,NAD27,NAD83,6,6,79,US,  NENES14 T25S  R10E,,,597,M,17,NGVD29,18060005,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,329,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11499E7,discharge,SAN ANTONIO R NR LOCKWOOD CA,ST,355348,1210514,35.89663404,-121.0882491,M,F,NAD27,NAD83,6,6,53,US,,WILLIAMS HILL,24000,795,M,10,NGVD29,18060005,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,217,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11505E7,discharge,SALINAS R NR BRADLEY CA,ST,355549,1205204,35.9302434,-120.8687915,M,S,NAD27,NAD83,6,6,53,US,  SWNWS14 T23S  R10E,,,442.69,L,17,NGVD29,18060005,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,2535,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11513E7,discharge,SAN LORENZO C BL BITTERWATER C NR KING CITY CA,ST,361605,1210355,36.26802087,-121.066303,M,F,NAD27,NAD83,6,6,53,US,,,,431.48,M,20,NGVD29,18060005,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,233,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11517E7,discharge,SALINAS R A SOLEDAD CA,ST,362440,1211906,36.411076,-121.3193738,M,F,NAD27,NAD83,6,6,53,US,,,,,,,,18060005,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,3563,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1152E7,discharge,ARROYO SECO NR SOLEDAD CA,ST,361650,1211918,36.28052076,-121.3227063,M,F,NAD27,NAD83,6,6,53,US,  SWNES16 T19S  R06E,,,339.2,M,17,NGVD29,18060005,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,244,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.115205E7,discharge,ARROYO SECO BL RELIZ C NR SOLEDAD CA,ST,362359,1211923,36.39968708,-121.3240962,M,S,NAD27,NAD83,6,6,53,US,,SOLEDAD,24000,167.93,L,0.05,NGVD29,18060005,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,304,,PST,Y,,NNNNNNNN,,,,,,,470600104
USGS,http://waterservices.usgs.gov/,1.11523E7,discharge,SALINAS R NR CHUALAR CA,ST,363313,1213254,36.55357267,-121.5493856,M,F,NAD27,NAD83,6,6,53,US,,,,68,L,0.1,NGVD29,18060005,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,4042,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11525E7,discharge,SALINAS R NR SPRECKELS CA,ST,363752,1214017,36.631071,-121.672446,M,F,NAD27,NAD83,6,6,53,US,,,,20.56,L,17,NGVD29,18060005,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,4156,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11526E7,discharge,GABILAN C NR SALINAS CA,ST,364521,1213634,36.75579196,-121.6105005,M,F,NAD27,NAD83,6,6,53,US,,,,,,,,18060011,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,36.7,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1153E7,discharge,PACHECO C NR DUNNEVILLE CA,ST,365848,1212249,36.98,-121.3802778,M,S,NAD83,NAD83,6,6,85,US,,SAN FELIPE,24000,233.46,L,0.1,NAVD88,18060002,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,146,,PST,Y,,NNNNNNNN,,,,,,,967700104
USGS,http://waterservices.usgs.gov/,1.115365E7,discharge,LLAGAS C NR GILROY,ST,365915,1213134,36.98744858,-121.5271622,M,S,NAD27,NAD83,6,6,85,US,,CHITTENDEN,24000,160,M,10,NGVD29,18060002,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,84.2,,PST,Y,,,,,,,,,967700104
USGS,http://waterservices.usgs.gov/,1.11547E7,discharge,CLEAR C NR IDRIA CA,ST,362139,1204535,36.36079387,-120.7607315,M,S,NAD27,NAD83,6,6,69,US,  NWSWS15 T18S  R11E,HEPSEDAM PEAK,24000,2570,M,20,NGVD29,18060002,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,14.5,,PST,Y,,NNNNNNNN,,,,,,,470600104
USGS,http://waterservices.usgs.gov/,1.11565E7,discharge,SAN BENITO R NR WILLOW CREEK SCHOOL CA,ST,363634,1211207,36.60940609,-121.2029797,M,F,NAD27,NAD83,6,6,69,US,  SESES21 T15S  R07E,,,925.52,M,17,NGVD29,18060002,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,249,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11575E7,discharge,TRES PINOS C NR TRES PINOS CA,ST,364557,1211755,36.76579177,-121.2996532,M,S,NAD27,NAD83,6,6,69,US,  NENWS34 T13S  R06E,TRES PINOS,24000,515,M,20,NGVD29,18060002,,,NNNNYNNNNYNNNNNNNNNNNNNNNNNNNN,,,208,,PST,Y,,NNNNNNNN,,,,,,,470600104
USGS,http://waterservices.usgs.gov/,1.11586E7,discharge,SAN BENITO R A HWY 156 NR HOLLISTER CA,ST,365107,1212544,36.85189909,-121.4299368,M,F,NAD27,NAD83,6,6,69,US,,,,,,,,18060002,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,607,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1159E7,discharge,PAJARO R A CHITTENDEN CA,ST,365401,1213548,36.9002307,-121.5977215,M,F,NAD27,NAD83,6,6,87,US,,,,81.89,L,17,NGVD29,18060002,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,1186,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11592E7,discharge,CORRALITOS C A FREEDOM CA,ST,365622,1214610,36.9393968,-121.7705065,M,F,NAD27,NAD83,6,6,87,US,,,,,,,,18060002,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,27.8,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.116E7,discharge,SOQUEL C A SOQUEL CA,ST,365929,1215717,36.9913389,-121.9557933,M,F,NAD27,NAD83,6,6,87,US,    NES10 T11S  R01W,,,21.38,M,17,NGVD29,18060001,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,40.2,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11605E7,discharge,SAN LORENZO R A BIG TREES CA,ST,370240,1220417,37.0443931,-122.072464,M,F,NAD27,NAD83,6,6,87,US,,,,227,M,17,NGVD29,18060001,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,106,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1161E7,discharge,SAN LORENZO R A SANTA CRUZ CA,ST,365927,1220151,36.9907832,-122.0319076,M,F,NAD27,NAD83,6,6,87,US,,SANTA CRUZ,24000,,,,,18060001,,C,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,115,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11625E7,discharge,PESCADERO C NR PESCADERO CA,ST,371539,1221940,37.26077707,-122.3288602,M,F,NAD27,NAD83,6,6,81,US,    SWS05 T08S  R04W,,,62.3,M,17,NGVD29,18050006,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,45.9,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.116257E7,discharge,SAN GREGORIO C A SAN GREGORIO CA,ST,371933,1222308,37.3257762,-122.3866404,M,S,NAD27,NAD83,6,6,81,US,,SAN GREGORIO,24000,11.4,L,0.01,NGVD29,18050006,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,50.9,,PST,Y,,NNNNNNNN,,,,,,,967700104
USGS,http://waterservices.usgs.gov/,1.116262E7,discharge,PILARCITOS C BL STONE DAM NR HILLSBOROUGH CA,ST,373129,1222354,37.52466087,-122.3994177,M,S,NAD27,NAD83,6,6,81,US,  NESWS03 T05S  R05W,MONTARA MOUNTAIN,24000,500,M,12,NGVD29,18050006,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,6.54,,PST,Y,,NNNNNNNN,,,,,,,470600102
USGS,http://waterservices.usgs.gov/,1.116263E7,discharge,PILARCITOS C A HALF MOON BAY CA,ST,372800,1222559,37.46660747,-122.434142,M,F,NAD27,NAD83,6,6,81,US,,HALF MOON BAY,24000,,,,,18050006,,C,YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,19660713,27.1,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1162753E7,discharge,SAN MATEO C BL LO CRYSTAL SP RES NR SAN MATEO CA,ST,373146,1222130,37.52944444,-122.3583333,M,S,NAD83,NAD83,6,6,81,US,,SAN MATEO,24000,160,M,12,NGVD29,18050004,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,29.8,,PST,Y,,,,,,,,,967700104
USGS,http://waterservices.usgs.gov/,1.11645E7,discharge,SAN FRANCISQUITO C A STANFORD UNIVERSITY CA,ST,372524,1221118,37.42327257,-122.1894095,M,F,NAD27,NAD83,6,6,85,US,,,,115.75,M,17,NGVD29,18050003,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,37.4,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1166E7,discharge,MATADERO C A PALO ALTO CA,ST,372518,1220804,37.4216062,-122.1355193,M,F,NAD27,NAD83,6,6,85,US,,,,22.07,M,17,NGVD29,18050003,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,7.26,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11678E7,discharge,GUADALUPE R AB ALMADEN EXPRESSWAY A SAN JOSE CA,ST,371651,1215243,37.28077615,-121.8796764,M,S,NAD27,NAD83,6,6,85,US,,SAN JOSE WEST,24000,145,M,2.5,NGVD29,18050003,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,61.8,,PST,Y,,,,,,,,,967700104
USGS,http://waterservices.usgs.gov/,1.1169025E7,discharge,GUADALUPE R ABV HWY 101 A SAN JOSE CA,ST,372226,1215555,37.3738296,-121.9330129,M,S,NAD27,NAD83,6,6,85,US,  NENES35 T01W  R07S,SAN JOSE WEST,24000,16.29,L,0.01,NAVD88,18050003,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,160,,PST,Y,,NNNNNNNN,,,,,,,470600104
USGS,http://waterservices.usgs.gov/,1.11695E7,discharge,SARATOGA C A SARATOGA CA,ST,371516,1220218,37.25438808,-122.039404,M,F,NAD27,NAD83,6,6,85,US,,,,,,,,18050003,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,9.22,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11698E7,discharge,COYOTE C NR GILROY CA,ST,370440,1212936,37.07772286,-121.4943832,M,F,NAD27,NAD83,6,6,85,US,  NESES11 T10S  R04E,GILROY HOT SPRINGS,24000,790,M,20,NGVD29,18050003,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,109,,PST,Y,,NNNNNNNN,,,,,,,967700104
USGS,http://waterservices.usgs.gov/,1.1172175E7,discharge,COYOTE C AB HWY 237 A MILPITAS CA,ST,372520,1215535,37.4221617,-121.9274577,M,S,NAD27,NAD83,6,6,85,US,,MILPITAS,24000,10,M,10,NGVD29,18050003,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,319,,PST,Y,,NNNNNNNN,,,,,,,470600104
USGS,http://waterservices.usgs.gov/,1.1172945E7,discharge,ALAMEDA C AB DIV DAM NR SUNOL CA,ST,372951,1214621,37.4974356,-121.7735644,M,S,NAD27,NAD83,6,6,1,US,  SENES17 T05S  R02E,CALAVERAS RESERVOIR,24000,930,M,20,NGVD29,18050004,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,33.3,,PST,Y,,NNNNNNNN,,,,,,,470600102
USGS,http://waterservices.usgs.gov/,1.1172955E7,discharge,ALAMEDA C BL DIV DAM NR SUNOL CA,ST,372955,1214646,37.4986111,-121.7794444,N,S,NAD83,NAD83,6,6,1,US,  SWNES17 T05S  R02E,CALAVERAS RESERVOIR,24000,840,M,20,NGVD29,18050004,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,34.9,,PST,Y,,,,,,,,,9677-00102
USGS,http://waterservices.usgs.gov/,1.11732E7,discharge,ARROYO HONDO NR SAN JOSE CA,ST,372742,1214606,37.46160337,-121.769397,M,F,NAD27,NAD83,6,6,85,US,  NENES32 T05S  R02E,,,783.86,L,0.01,NGVD29,18050004,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,77.1,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11735E7,discharge,CALAVERAS C NR SUNOL CA,ST,372952,1214900,37.49771396,-121.8177326,M,S,NAD27,NAD83,6,6,1,US,  NESWS13 T05S  R01E,CALAVERAS RESERVOIR,24000,550,M,20,NGVD29,18050004,,,NNNNYNNNNYNNNNNNYNNNNNNNNNNNNN,,,98.7,,PST,Y,,NNNNNNNN,,,,,,,470600104
USGS,http://waterservices.usgs.gov/,1.117351E7,discharge,ALAMEDA C BL CALAVERAS C NR SUNOL CA,ST,373013,1214925,37.5035472,-121.8246774,M,S,NAD27,NAD83,6,6,1,US,  NENES13 T05S  R01E,LA COSTA VALLEY,2400,430,M,20,NGVD29,18050004,,,YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,139,,PST,Y,,NNNNNNNN,,,,,,,470600102
USGS,http://waterservices.usgs.gov/,1.1173575E7,discharge,ALAMEDA C BL WELCH C NR SUNOL CA,ST,373226,1215119,37.5404908,-121.856345,G,S,NAD27,NAD83,6,6,1,US,,LA COSTA VALLEY,24000,300,L,20,NGVD29,18050004,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,149,,PST,Y,,NNNNNNNN,,,,,,,470600104
USGS,http://waterservices.usgs.gov/,1.1174E7,discharge,SAN ANTONIO C NR SUNOL CA,ST,373439,1215124,37.577434,-121.857734,M,S,NAD27,NAD83,6,6,1,US,,LA COSTA VALLEY,24000,271.56,L,0.01,NGVD29,18050004,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,37,,PST,Y,,NNNNNNNN,,,,,,,470600104
USGS,http://waterservices.usgs.gov/,1.11764E7,discharge,ARROYO VALLE BL LANG CYN NR LIVERMORE CA,ST,373341,1214058,37.56132196,-121.6838389,M,F,NAD27,NAD83,6,6,1,US,  NENES30 T04S  R03E,,,750,M,17,NGVD29,18050004,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,130,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11765E7,discharge,ARROYO VALLE NR LIVERMORE CA,ST,373724,1214528,37.62326509,-121.7588418,M,F,NAD27,NAD83,6,6,1,US,,,,510.44,M,0.01,NGVD29,18050004,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,147,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11769E7,discharge,ARROYO DE LA LAGUNA A VERONA CA,ST,373736,1215255,37.62659915,-121.8830126,M,S,NAD27,NAD83,6,6,1,US,,DUBLIN,24000,280,M,20,NGVD29,18050004,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,403,,PST,Y,,NNNNNNNN,,,,,,,967700102
USGS,http://waterservices.usgs.gov/,1.1179E7,discharge,ALAMEDA C NR NILES CA,ST,373514,1215735,37.58715679,-121.960793,M,F,NAD27,NAD83,6,6,1,US,    NWS15 T04S  R01W,,,85.65,L,0.01,NGVD29,18050004,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,633,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11805E7,discharge,DRY C A UNION CITY CA,ST,373622,1220122,37.6060452,-122.0238504,M,F,NAD27,NAD83,6,6,1,US,,,,85.12,L,0.01,NGVD29,18050004,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,9.39,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11807E7,discharge,ALAMEDA C FLOOD CHANNEL A UNION CITY CA,ST,373509,1220250,37.58576818,-122.0482955,M,F,NAD27,NAD83,6,6,1,US,,,,4.13,L,0.01,NGVD29,18050004,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1180825E7,discharge,SAN LORENZO C AB DON CASTRO RES NR CASTRO V CA,ST,374143,1220238,37.69520825,-122.044962,M,S,NAD27,NAD83,6,6,1,US,,HAYWARD,24000,260,M,10,NGVD29,18050004,,,YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,18,,PST,Y,,NNNNNNNN,,,,,,,470600102
USGS,http://waterservices.usgs.gov/,1.11809E7,discharge,CROW C NR HAYWARD CA,ST,374218,1220234,37.70493008,-122.0438508,M,S,NAD27,NAD83,6,6,1,US,,HAYWARD,24000,270,M,10,NGVD29,18050004,,,YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,10.5,,PST,Y,,NNNNNNNN,,,,,,,470600102
USGS,http://waterservices.usgs.gov/,1.118096E7,discharge,CULL C AB CULL C RES NR CASTRO VALLEY CA,ST,374304,1220312,37.71770737,-122.0544067,M,F,NAD27,NAD83,6,6,1,US,,,,,,,,18050004,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,5.79,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1181E7,discharge,SAN LORENZO C A HAYWARD CA,ST,374108,1220348,37.68548644,-122.064407,M,S,NAD27,NAD83,6,6,1,US,,HAYWARD,24000,133.16,L,0.05,NGVD29,18050004,,,YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,37.5,,PST,Y,,NNNNNNNN,,,,,,,470600102
USGS,http://waterservices.usgs.gov/,1.1181008E7,discharge,CASTRO VALLEY C A HAYWARD CA,ST,374048,1220446,37.6799311,-122.0805186,M,F,NAD27,NAD83,6,6,1,US,,,,,,,,18050004,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,5.51,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.118104E7,discharge,SAN LORENZO C A SAN LORENZO CA,ST,374103,1220820,37.6840977,-122.1399649,M,F,NAD27,NAD83,6,6,1,US,,,,6.13,L,0.01,NGVD29,18050004,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,44.6,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11825E7,discharge,SAN RAMON C A SAN RAMON CA,ST,374623,1215937,37.772983,-121.9946825,M,F,NAD27,NAD83,6,6,13,US,      S08 T02S  R01W,,,530,M,20,NGVD29,18050001,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,5.89,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11895E7,discharge,SF KERN R NR ONYX CA,ST,354415,1181022,35.7374516,-118.173689,M,F,NAD27,NAD83,6,6,29,US,,,,2900,M,17,NGVD29,18030002,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,530,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.12008E7,discharge,DEER C NR FOUNTAIN SPRINGS CA,ST,355630,1184919,35.94161745,-118.8228702,M,F,NAD27,NAD83,6,6,107,US,  SENES10 T23S  R29E,,,980,M,17,NGVD29,18030005,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,83.3,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.120358E7,discharge,SF TULE R NR CHOLOLLO CAMPGROUND NR PORTERVILLE CA,ST,360254,1183912,36.04828125,-118.6542556,M,S,NAD27,NAD83,6,6,107,US,,SOLO PEAK,24000,3700,M,20,NGVD29,18030006,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,20.1,,PST,Y,,NNNNNNNN,,,,,,,470600111
USGS,http://waterservices.usgs.gov/,1.12041E7,discharge,SF TULE R NR RESERVATION BNDRY NR PORTERVILLE CA,ST,360127,1184845,36.02411648,-118.8134258,M,S,NAD27,NAD83,6,6,107,US,,GLOBE,24000,970,M,20,NGVD29,18030006,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,95.8,,PST,Y,,NNNNNNNN,,,,,,,470600111
USGS,http://waterservices.usgs.gov/,1.1224E7,discharge,MF SAN JOAQUIN R NR MAMMOTH LAKES CA,ST,373755,1190511,37.63194444,-119.0863889,G,U,NAD83,NAD83,6,6,39,US,,MAMMOTH MTN,24000,7580,M,33,NGVD29,18040006,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,43.8,,PST,Y,,,,,,,,,9677-00107
USGS,http://waterservices.usgs.gov/,1.12245E7,discharge,LOS GATOS C AB NUNEZ CYN NR COALINGA CA,ST,361253,1202811,36.21467719,-120.4707116,M,F,NAD27,NAD83,6,6,19,US,  NWSES05 T20S  R14E,,,1065.2,M,0.01,NGVD29,18030011,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,95.8,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.12424E7,discharge,NF WILLOW C NR SUGAR PINE CA,ST,372352,1193355,37.3977195,-119.5662563,M,F,NAD27,NAD83,6,6,39,US,  SWNES21 T06S  R22E,,,,,,,18040006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,16.9,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1251E7,discharge,SAN JOAQUIN R BL FRIANT CA,ST,365904,1194324,36.98439397,-119.7243124,M,F,NAD27,NAD83,6,6,19,US,  SWSWS07 T11S  R21E,,,294,M,17,NGVD29,18040001,,C,YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,1676,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.125313E7,discharge,SAN JOAQUIN R A N SAN MATEO RD NR MENDOTA CA,ST,364644,1201824,36.77888889,-120.3066667,G,5,NAD83,NAD83,6,6,19,US,  SESWS23 T13S  R15E,MENDOTA DAM,24000,160,M,2.5,NAVD88,18040001,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,1823,,PST,Y,,,,,,,,,GC11ZG-00111
USGS,http://waterservices.usgs.gov/,1.125331E7,discharge,CANTUA C NR CANTUA CREEK CA,ST,362408,1202557,36.40217399,-120.4334917,M,F,NAD27,NAD83,6,6,19,US,  SESES34 T17S  R14E,,,680,M,17,NGVD29,18030011,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,46.4,,PST,Y,,NNNNNNNN,,,,,,,
