#
#
# US Geological Survey
# retrieved: 2012-12-27 05:40:46 EST	(caas01)
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterservices.usgs.gov/Site-Service.html
#
# Contact:   gs-w_support_nwisweb@usgs.gov
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  lat_va          -- DMS latitude
#  long_va         -- DMS longitude
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_meth_cd   -- Latitude-longitude method
#  coord_acy_cd    -- Latitude-longitude accuracy
#  coord_datum_cd  -- Latitude-longitude datum
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  district_cd     -- District code
#  state_cd        -- State code
#  county_cd       -- County code
#  country_cd      -- Country code
#  land_net_ds     -- Land net location description
#  map_nm          -- Name of location map
#  map_scale_fc    -- Scale of location map
#  alt_va          -- Altitude of Gage/land surface
#  alt_meth_cd     -- Method altitude determined
#  alt_acy_va      -- Altitude accuracy
#  alt_datum_cd    -- Altitude datum
#  huc_cd          -- Hydrologic unit code
#  basin_cd        -- Drainage basin code
#  topo_cd         -- Topographic setting code
#  instruments_cd  -- Flags for instruments at site
#  construction_dt -- Date of first construction
#  inventory_dt    -- Date site established or inventoried
#  drain_area_va   -- Drainage area
#  contrib_drain_area_va -- Contributing drainage area
#  tz_cd           -- Time Zone abbreviation
#  local_time_fg   -- Site honors Daylight Savings Time
#  reliability_cd  -- Data reliability code
#  gw_file_cd      -- Data-other GW files
#  nat_aqfr_cd     -- National aquifer code
#  aqfr_cd         -- Local aquifer code
#  aqfr_type_cd    -- Local aquifer type code
#  well_depth_va   -- Well depth
#  hole_depth_va   -- Hole depth
#  depth_src_cd    -- Source of depth data
#  project_no      -- Project number
#
agency_cd	site_no	station_nm	site_tp_cd	lat_va	long_va	dec_lat_va	dec_long_va	coord_meth_cd	coord_acy_cd	coord_datum_cd	dec_coord_datum_cd	district_cd	state_cd	county_cd	country_cd	land_net_ds	map_nm	map_scale_fc	alt_va	alt_meth_cd	alt_acy_va	alt_datum_cd	huc_cd	basin_cd	topo_cd	instruments_cd	construction_dt	inventory_dt	drain_area_va	contrib_drain_area_va	tz_cd	local_time_fg	reliability_cd	gw_file_cd	nat_aqfr_cd	aqfr_cd	aqfr_type_cd	well_depth_va	hole_depth_va	depth_src_cd	project_no
USGS	383032121322001	008N004E33A001M	GW	383032	1213220	38.5087958	-121.5399561	M	S	NAD27	NAD83	06	06	067	US		SACRAMENTO WEST	24000	 10.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19770101	19810801			PST	Y	C	YYNYNYNN	S100CNRLVL			160	260	D	0479423712
USGS	383035121275301	008N005E31A002M	GW	383035	1212753	38.50962924	-121.4657876	M	S	NAD27	NAD83	06	06	067	US		SACRAMENTO EAST	24000	 23.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19620101	19820928			PST	Y	C	YYNYNNNN	S100CNRLVL		X	270	452	A	0479423712
USGS	383036121174301	008N006E35D002M	GW	383036	1211743	38.50990775	-121.2963387	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 113.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19780814				PST	Y	C	YYNYNYNN	S100CNRLVL			360	382	D	470688896
USGS	383036121214801	008N006E31C001M	GW	383036	1212148	38.50990745	-121.364396	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 55.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19770101				PST	Y	C	YYNYNYNN	S100CNRLVL			250	250	D	0479423712
USGS	383037121175901	008N006E34A002M	GW	383037	1211759	38.5101855	-121.3007833	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 105.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19770101				PST	Y	C	YYNYNYNN	S100CNRLVL			310	310	D	470688896
USGS	383040121193801	008N006E28P001M	GW	383040	1211938	38.51101869	-121.328284	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 70	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19550707	19871209			PST	Y	C	YYNYNYNN	S100CNRLVL			100	320	D	470688896
USGS	383040121201001	008N006E29R001M	GW	383040	1212010	38.51101865	-121.337173	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 60	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19710908	19871204			PST	Y	C	YYNYNYNN	S100CNRLVL			180	180	D	470688896
USGS	383040121204201	008N006E29P007M	GW	383040	1212042	38.5110186	-121.3460622	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 57.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19760305				PST	Y	C	YYNYNNNN	S100CNRLVL			265	265	D	0479423712
USGS	383041121184401	008N006E27N001M	GW	383041	1211844	38.5112965	-121.3132836	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 75	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19871207			PST	Y	C	YYNYNYNN	S100CNRLVL						470688896
USGS	383041121195301	008N006E28N001M	GW	383041	1211953	38.51129645	-121.3324508	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 60	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19720105	19871211			PST	Y	C	YYNYNYNN	S100CNRLVL			140	180	D	470688896
USGS	383041121201401	008N006E29R002M	GW	383041	1212014	38.5112964	-121.3382842	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 60	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	194902	19871207			PST	Y	C	YYNYNYNN	S100CNRLVL			125	125	D	470688896
USGS	383041121201501	008N006E29R005M	GW	383041	1212015	38.5112964	-121.338562	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 58.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19770101				PST	Y	C	YYNYNYNN	S100CNRLVL			300	300	D	470688896
USGS	383041121210802	008N006E29N002M	GW	383041	1212108	38.51129636	-121.3532846	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 55	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19761014	19871209			PST	Y	C	YYNYNYNN	S100CNRLVL			163	210	D	470688896
USGS	383042121212201	008N006E30R004M	GW	383042	1212122	38.5115741	-121.3571736	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 57.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y	C	YYNYNYNN	S100CNRLVL			165	210	D	0479423712
USGS	383044121163501	008N006E25N001M	GW	383044	1211635	38.51212999	-121.2774493	M	S	NAD27	NAD83	06	06	067	US	SWSWSWS25 T08N  R06E  M	CARMICHAEL	 24000	 131	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19711118	19871211			PST	Y	C	YYNYNYNN	S100CNRLVL			178	287	D	470688896
USGS	383044121210801	008N006E29N001M	GW	383044	1212108	38.51212967	-121.3532846	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 55	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19740815	19871209			PST	Y	C	YYNYNYNN	S100CNRLVL			155	224	D	470688896
USGS	383045121161801	008N006E25P002M	GW	383045	1211618	38.51240778	-121.272727	M	S	NAD27	NAD83	06	06	067	US	SESESWS25 T08N  R06E  M	CARMICHAEL	 24000	 135	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19701023	19871204			PST	Y	C	YYNYNYNN	S100CNRLVL			160	270	D	470688896
USGS	383045121193901	008N006E28P004M	GW	383045	1211929	38.51240756	-121.3257839	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 64	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19630313				PST	Y	C	YYNYNYNN	S100CNRLVL			182	182	D	470688896
USGS	383046121124501	008N007E28Q001M	GW	383046	1211245	38.51268569	-121.2135588	M	S	NAD27	NAD83	06	06	067	US		BUFFALO CREEK	24000	 150.00	M	5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19770514				PST	Y	C	YYNYNYNN	S100CNRLVL			635	640	D	470688896
USGS	383046121270201	008N005E29Q001M	GW	383046	1212705.9	38.51277778	-121.4516389	G	5	NAD83	NAD83	06	06	067	US		SACRAMENTO EAST	  24000	 27.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19560101	19820928			PST	Y	C	YYNYNYNN	S100CNRLVL			278	309	A	0479435800
USGS	383047121154801	008N006E25R002M	GW	383047	1211548	38.51296336	-121.2643934	M	S	NAD27	NAD83	06	06	067	US	NWSESES25 T08N  R06E  M	CARMICHAEL	 24000	 135	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19840525	19871204			PST	Y	C	YYNYNYNN	S100CNRLVL			200	330	D	470688896
USGS	383047121161801	008N006E25P001M	GW	383047	1211618	38.5129633	-121.272727	M	S	NAD27	NAD83	06	06	067	US	NWSESWS25 T08N  R06E  M	CARMICHAEL	 24000	 129	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19470424	19871204			PST	Y	C	YYNYNYNN	S100CNRLVL			131	131	S	470688896
USGS	383047121174701	008N006E26N001M	GW	383047	1211747	38.5129632	-121.2974498	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 115	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1982	19871209			PST	Y	C	YYNYNYNN	S100CNRLVL			209	300	D	470688896
USGS	383048121162601	008N006E25R001M	GW	383048	1211626	38.51324109	-121.2749492	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 135	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19771213	19871207			PST	Y	C	YYNNNYNN	S100CNRLVL			208	273	D	470688896
USGS	383052121153901	008N006E25R003M	GW	383052	1211539	38.5143522	-121.2618933	M	S	NAD27	NAD83	06	06	067	US	NENESES25 T08N  R06E  M	CARMICHAEL	 24000	 143	M	2.5	NGVD29	18020109		U	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19710923	19871211			PST	Y	C	YYNYNYNN	S100CNRLVL			178	235	D	470688896
USGS	383052121174601	008N006E26M004M	GW	383052	1211746	38.51435207	-121.297172	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 118.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19791016				PST	Y	C	YYNYNYNN	S100CNRLVL			265	302	D	470688896
USGS	383052121175001	008N006E27J001M	GW	383052	1211750	38.51435207	-121.2982832	M	S	NAD27	NAD83	06	06	067	US	S 27T 08N R 06E M	CARMICHAEL	 24000	 115	M	2.5	NGVD29	18020109		H	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19771013	19880115			PST	Y	C	YYNYNYNN	S100CNRLVL			205	305	D	470688896
USGS	383054121140301	008N007E29L001M	GW	383054	1211403	38.5149078	-121.235226	M	S	NAD27	NAD83	06	06	067	US		BUFFALO CREEK	 24000	 120	M	5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19630112	19871210			PST	Y	C	YYNYNYNN	S100CNRLVL			111	130	D	470688896
USGS	383054121155601	008N006E25Q002M	GW	383059	1211631	38.51629655	-121.2763382	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 131.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19760813	19871204			PST	Y	C	YYNYNYNN	S100CNRLVL			177	225	D	470688896
USGS	383056121154501	008N006E25J001M	GW	383056	1211545	38.5154633	-121.26356	M	S	NAD27	NAD83	06	06	067	US	SWNESES25 T08N  R06E  M	CARMICHAEL	 24000	 140	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	198011	19871204			PST	Y	C	YYNYNYNN	S100CNRLVL			175	300	D	470688896
USGS	383056121174401	008N006E26M003M	GW	383056	1211744	38.51546316	-121.2966165	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 116.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19800101				PST	Y	C	YYNYNYNN	S100CNRLVL			207	275	D	470688896
USGS	383057121060501	008N008E28K001M	GW	383057	1210605	38.51574127	-121.1024449	M	S	NAD27	NAD83	06	06	067	US		FOLSOM SE	24000	 250.00	M	10	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19800702				PST	Y	C	YYNYNYNN	N9999OTHER			340	340	D	0479423712
USGS	383059121193201	008N006E28L001M	GW	383059	1211932	38.51629634	-121.3266173	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 65	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	197802	19871211			PST	Y	C	YYNYNYNN	S100CNRLVL			197	197	D	470688896
USGS	383059121193601	008N006E28L002M	GW	383059	1211936	38.5162963	-121.3277284	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 58	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19600408	19871211			PST	Y	C	YYNYNYNN	S100CNRLVL				326	D	470688896
USGS	383101121205701	008N006E29M002M	GW	383101	1212057	38.51685178	-121.350229	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 56.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19800101				PST	Y	C	YYNYNYNN	S100CNRLVL			370	412	D	0479423712
USGS	383103121154001	008N006E25J002M	GW	383103	1211540	38.51740769	-121.2621711	M	S	NAD27	NAD83	06	06	067	US	NENESES25 T08N  R06E  M	CARMICHAEL	 24000	 141	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19871204			PST	Y	C	YYYYNYNN	S100CNRLVL						470688896
USGS	383103121172001	008N006E26L001M	GW	383103	1211720	38.51740758	-121.2899497	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 115.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19780421				PST	Y	C	YYYYNYNN	S100CNRLVL	121MRTN		255	255	D	470688896
USGS	383104121271401	008N005E29G001M	GW	383104	1212714	38.51768465	-121.454954	M	S	NAD27	NAD83	06	06	067	US		SACRAMENTO EAST	24000	 27.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19510101				PST	Y	U	YYNYNNNN	S100CNRLVL				315	A	0479423712
USGS	383108121164401	008N006E25L001M	GW	383108	1211644	38.51879647	-121.2799494	M	S	NAD27	NAD83	06	06	067	US	SESENES25 T08N  R06E  M	CARMICHAEL	 24000	 115	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19500616	19871204			PST	Y	C	YYNYNYNN	S100CNRLVL			213	214	D	470688896
USGS	383108121215801	008N006E30F001M	GW	383108	1212158	38.5187961	-121.3671739	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 45.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19790727				PST	Y	C	YYNYNYNN	S100CNRLVL			275	275	D	0479423712
USGS	383108121265901	008N005E29H001M	GW	383108	1212659	38.51879575	-121.4507873	M	S	NAD27	NAD83	06	06	067	US		SACRAMENTO EAST	24000	 27.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19480101				PST	Y	U	YYNYNNNN	S100CNRLVL			138	224	A	0479423712
USGS	383109121180101	008N006E27H002M	GW	383109	1211801	38.51907415	-121.3013388	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 91	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19550407	19871211			PST	Y	C	YYYYNYNN	S100CNRLVL			160	425	D	470688896
USGS	383109121222301	008N005E25H001M	GW	383109	1212223	38.51907384	-121.3741186	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 43.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19820427			PST	Y	C	YYYYNYNN	S100CNRLVL			200	200	D	0479423712
USGS	383113121172901	008N006E26F001M	GW	383113	1211729	38.52018527	-121.2924497	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 106	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1976	19871210			PST	Y	C	YYNYNYNN	S100CNRLVL			185	245	D	470688896
USGS	383113121265001	008N005E29H002M	GW	383113	1212650	38.5201846	-121.4482872	M	S	NAD27	NAD83	06	06	067	US		SACRAMENTO EAST	24000	 28.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19640101				PST	Y	U	YYNYNNNN	S100CNRLVL			236	296	A	0479423712
USGS	383114121174601	008N006E26E001M	GW	383114	1211746	38.520463	-121.297172	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 95.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19871207			PST	Y	C	YYNYNYNN	S100CNRLVL			205	245	D	470688896
USGS	383114121182001	008N006E27G001M	GW	383114	1211820	38.52046298	-121.3066168	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 85	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19530921	19871214			PST	Y	C	YYNYNYNN	S100CNRLVL			155	357	D	470688896
USGS	383115121195901	008N006E28E001M	GW	383115	1211959	38.5207406	-121.3341175	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 60	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19600105	19871210			PST	Y	C	YYNYNYNN	S100CNRLVL			92	147	D	470688896
USGS	383116121174601	008N006E26E002M	GW	383116	1211746	38.52101856	-121.297172	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 96.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	198208	19871210			PST	Y	C	YYYYNYNN	S100CNRLVL			200	267	D	470688896
USGS	383119121270001	008N005E29A001M	GW	383119	1212700	38.5218512	-121.451065	M	S	NAD27	NAD83	06	06	067	US		SACRAMENTO EAST	24000	 28.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19480101				PST	Y	U	YYNYNNNN	S100CNRLVL			102	326	A	0479423712
USGS	383119121273601	008N005E29D001M	GW	383119	1212736	38.52185119	-121.4610653	M	S	NAD27	NAD83	06	06	067	US		SACRAMENTO EAST	24000	 27.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19540101				PST	Y	U	YYNYNNNN	S100CNRLVL			180	320	A	0479423712
USGS	383121121193801	008N006E28C002M	GW	383121	1211938	38.52240728	-121.328284	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 60	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	198105	19871211			PST	Y	C	YYNNNNNN	S100CNRLVL			225	505	D	470688896
USGS	383121121203301	008N006E29B001M	GW	383121	1212033	38.5224072	-121.3435622	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 55	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19780314	19871210			PST	Y	C	YYNNNYNN	S100CNRLVL			300	310	D	470688896
USGS	383122121271401	008N005E29B001M	GW	383122	1212714	38.5226845	-121.454954	M	S	NAD27	NAD83	06	06	067	US		SACRAMENTO EAST	24000	 28.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19520101				PST	Y	U	YYNYNNNN	S100CNRLVL			114	270	A	0479423712
USGS	383124121273001	008N005E29C001M	GW	383124	1212730	38.52324005	-121.4593986	M	S	NAD27	NAD83	06	06	067	US		SACRAMENTO EAST	24000	 28.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19750402	19820928			PST	Y	C	YYYYNNNN	S100CNRLVL		X	336	345	D	0479423712
USGS	383125121174001	008N006E26D001M	GW	383125	1211740	38.5235185	-121.2955054	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 100	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19871230			PST	Y	C	YYNYNNNN	S100CNRLVL						470688896
USGS	383127121183601	008N006E27C001M	GW	383127	1211836	38.52407398	-121.3110613	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 80	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19660617	19871210			PST	Y	C	YYNYNYNN	S100CNRLVL			160	347	D	470688896
USGS	383128121193401	008N006E28C001M	GW	383128	1211934	38.52435168	-121.3271729	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	 24000	 60	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19850915	19871210			PST	Y	C	YYNYNYNN	S100CNRLVL			175	365	D	470688896
USGS	383128121280301	008N005E30A001M	GW	383128	1212803	38.5243511	-121.4685655	M	S	NAD27	NAD83	06	06	067	US		SACRAMENTO EAST	24000	 27.30	L	.2	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19620308	19780726			PST	Y	C	YYNYNNNN	S100CNRLVL			298	298	D	0479423712
USGS	383129121180401	008N006E27A001M	GW	383129	1211804	38.52462956	-121.3021722	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 95.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19790101				PST	Y	C	YYNYNYNN	S100CNRLVL			195	195	D	470688896
USGS	383131121191801	008N006E28B002M	GW	383131	1211918	38.525185	-121.3227283	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 62.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19780621				PST	Y	C	YYNYNYNN	S100CNRLVL			180	197	D	470688896
USGS	383131121200701	008N006E29A001M	GW	383131	1212007	38.52518496	-121.3363398	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 58.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19780310				PST	Y	C	YYYYNYNN	S100CNRLVL	121LGUN		300	310	D	470688896
USGS	383132121200401	008N006E20R001M	GW	383132	1212004	38.5254627	-121.3355064	M	S	NAD27	NAD83	06	06	067	US	S 20T 08N R 06E M	CARMICHAEL	 24000	 60	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19530227	19880111			PST	Y	C	YYNYNYNN	S100CNRLVL			74	101	D	470688896
USGS	383133121122101	008N007E21R001M	GW	383133	1211221	38.52574089	-121.206892	M	S	NAD27	NAD83	06	06	067	US		BUFFALO CREEK	 24000	 190	M	5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19730913	19871210			PST	Y	C	YYNNNYNN	S100CNRLVL			165	252	D	470688896
USGS	383134121204401	008N006E20P002M	GW	383134	1212044	38.5260182	-121.3466178	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 57.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19770101				PST	Y	C	YYNYNYNN	S100CNRLVL			145	197	D	0479423712
USGS	383137121213701	008N006E19Q001M	GW	383137	1212137	38.52685148	-121.3613405	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 54.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19550506	19820422			PST	Y	C	YYNYNYNN	S100CNRLVL			204	310	D	0479423712
USGS	383137121270801	008N005E20Q001M	GW	383137	1212708	38.5268511	-121.4532873	M	S	NAD27	NAD83	06	06	067	US		SACRAMENTO EAST	24000	 32.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y	U	YYNNNNNN	S100CNRLVL						0479423712
USGS	383143121200001	008N006E21N002M	GW	383143	1212000	38.5285182	-121.3343953	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 65.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y	C	YYNNNYYN	S100CNRLVL			175		A	470688896
USGS	383145121154901	008N006E24R001M	GW	383145	1211549	38.529074	-121.2646712	M	S	NAD27	NAD83	06	06	067	US	S   T 08N R 06E M	CARMICHAEL	 24000	 131.72	L	0.1	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19851018	19871215			PST	Y	C	YYNYNYNN	S100CNRLVL			137	142	D	470688896
USGS	383146121155301	008N006E24K002M	GW	383146	1211553	38.5293518	-121.2657824	M	S	NAD27	NAD83	06	06	067	US	S 24T 08N R 06E M	CARMICHAEL	 24000	 128.31	L	0.1	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19851018	19871215			PST	Y	C	YYNYNYNN	S100CNRLVL			136	142	D	470688896
USGS	383146121200101	008N006E21M002M	GW	383146	1212001	38.5293515	-121.334673	M	S	NAD27	NAD83	06	06	067	US	SWNWSWS21 T08N  R06E  M	CARMICHAEL	 24000	 63	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19800731	19800731			PST	Y	C	YYNYNYNN	S100CNRLVL			145	190	D	470688896
USGS	383146121201701	008N006E20J007M	GW	383146	1212017	38.5293515	-121.3391177	M	S	NAD27	NAD83	06	06	067	US		CARMICHAEL	24000	 62.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19790723				PST	Y	C	YYNYNYNN	S100CNRLVL			211	211	D	470688896
